user1,user2,total,avg_duration,std_duration,max_duration,min_duration,avg_distance,std_distance,max_distance,min_distance
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,0bf9011d-3b83-41fb-b3c8-46e5e240da1e,2,0.22005833333333336,0.0698267946421716,0.26943333333333336,0.17068333333333333,212.0,28.284271247461902,232.0,192.0
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,207ff938-b66d-4137-8343-7088616af16f,11,3.5885196969696973,6.1503318611266735,18.069033333333334,0.0,216.22727272727272,180.44602567476565,671.0,8.5
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,9,5.485362962962963,7.623627945570572,18.068933333333334,0.0,190.79259259259257,144.05843121781615,406.0,6.0
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,a90d7e53-db59-49be-9ccd-5709053f3202,6,2.5146694444444444,5.208845114081503,13.105933333333333,0.0,344.5833333333333,29.54727849847878,381.0,315.0
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,6,5.09291388888889,7.5619270018326885,16.16721666666667,0.0,264.45,60.6586432423278,357.0,189.6
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,b6661f70-3752-433b-9b22-6446c959522c,10,3.6702916666666665,6.411115515361717,18.49683333333333,0.001983333333333333,176.25,125.27552966694387,419.0,0.0
0bf9011d-3b83-41fb-b3c8-46e5e240da1e,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,1,12.939283333333332,,12.939283333333332,12.939283333333332,122.0,,122.0,122.0
0bf9011d-3b83-41fb-b3c8-46e5e240da1e,207ff938-b66d-4137-8343-7088616af16f,1,13.107933333333333,,13.107933333333333,13.107933333333333,124.38461538461539,,124.38461538461539,124.38461538461539
0bf9011d-3b83-41fb-b3c8-46e5e240da1e,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,1,12.937616666666665,,12.937616666666665,12.937616666666665,337.3333333333333,,337.3333333333333,337.3333333333333
0bf9011d-3b83-41fb-b3c8-46e5e240da1e,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,1,3.477533333333333,,3.477533333333333,3.477533333333333,296.0,,296.0,296.0
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,13,5.154,7.667708720736907,26.241683333333334,0.0,98.45299145299145,61.252483136672566,162.5,0.0
207ff938-b66d-4137-8343-7088616af16f,0bf9011d-3b83-41fb-b3c8-46e5e240da1e,4,5.464066666666667,6.356873897411572,13.35665,0.26355,71.86904761904762,22.214081558802604,99.0,46.0
207ff938-b66d-4137-8343-7088616af16f,4dc30af1-793b-47c6-83ad-8412f2ff4f7c,1,0.164,,0.164,0.164,6.5,,6.5,6.5
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,19,3.046055263157895,4.482428698051862,16.495683333333332,0.0,126.8377192982456,92.26404872150762,270.5,2.0
207ff938-b66d-4137-8343-7088616af16f,a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a,5,16.197969999999998,22.99367817146644,55.20318333333333,0.0,72.53333333333333,70.68655380543665,193.0,8.0
207ff938-b66d-4137-8343-7088616af16f,a59fd8cb-21b2-4fb6-8431-6ad4943efe18,1,1.5001666666666666,,1.5001666666666666,1.5001666666666666,110.8,,110.8,110.8
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,17,5.2743970588235305,10.610293399465977,34.99201666666667,0.0,99.35951107715813,69.54068843284894,278.0,0.0
207ff938-b66d-4137-8343-7088616af16f,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,6,7.032361111111111,7.301295163535992,16.995633333333334,0.5085999999999999,114.375,90.7664241335969,278.0,20.5
207ff938-b66d-4137-8343-7088616af16f,b63b2a50-0b1f-42de-8408-56cc47dd5565,1,16.180516666666666,,16.180516666666666,16.180516666666666,57.42857142857143,,57.42857142857143,57.42857142857143
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,17,10.652162745098039,12.664660864986576,45.39601666666667,0.0,65.99738562091503,68.36765483257223,282.3333333333333,2.6666666666666665
322dd597-9cd0-4f3a-bee0-34e44ce3bd95,70eb7e92-8560-437d-8d2b-7f1afbe05a5f,2,2.3556500000000002,1.603246775210299,3.489316666666667,1.2219833333333334,131.0,2.8284271247461903,133.0,129.0
4dc30af1-793b-47c6-83ad-8412f2ff4f7c,207ff938-b66d-4137-8343-7088616af16f,4,0.040654166666666665,0.06354735384385062,0.13376666666666667,0.0,10.375,16.44878414959598,35.0,1.0
4dc30af1-793b-47c6-83ad-8412f2ff4f7c,a90d7e53-db59-49be-9ccd-5709053f3202,1,0.0,,0.0,0.0,165.0,,165.0,165.0
4dc30af1-793b-47c6-83ad-8412f2ff4f7c,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,1,0.0,,0.0,0.0,102.0,,102.0,102.0
4dc30af1-793b-47c6-83ad-8412f2ff4f7c,b6661f70-3752-433b-9b22-6446c959522c,2,0.3848083333333333,0.5442011639141867,0.7696166666666666,0.0,129.0,140.0071426749364,228.0,30.0
4e4706fa-e322-4972-825a-3306ed674c00,b63b2a50-0b1f-42de-8408-56cc47dd5565,1,0.184,,0.184,0.184,11.0,,11.0,11.0
5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,7,6.50997619047619,9.759077011945308,22.735666666666667,0.0162,202.98333333333332,167.6298725366892,490.0,25.5
5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,0bf9011d-3b83-41fb-b3c8-46e5e240da1e,2,0.3074166666666666,0.43442283613497523,0.6145999999999999,0.00023333333333333333,128.5,125.15790027001891,217.0,40.0
5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,207ff938-b66d-4137-8343-7088616af16f,15,3.0253966666666665,4.816912714106972,18.641483333333333,0.0,223.71111111111114,200.22328772420542,692.0,7.0
5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,a90d7e53-db59-49be-9ccd-5709053f3202,9,1.5572370370370372,2.785256352900655,8.245583333333334,0.0003333333333333333,452.7277777777778,221.4989095784547,713.0,116.0
5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,7,3.4282261904761904,6.224788130172971,17.191399999999998,0.0,161.95238095238096,103.35451011883691,278.0,1.5
5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,b6661f70-3752-433b-9b22-6446c959522c,10,2.371255,5.679095002961071,18.355633333333333,0.0,300.1083333333333,175.62295669036743,592.0,116.0
a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a,207ff938-b66d-4137-8343-7088616af16f,6,4.930891666666667,5.245975483080657,15.027016666666666,0.5459333333333334,86.63888888888887,165.0774032812307,421.3333333333333,1.0
a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a,207ff938b66d413783437088616af16f,1,8.166549999999999,,8.166549999999999,8.166549999999999,136.5,,136.5,136.5
a90d7e53-db59-49be-9ccd-5709053f3202,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,1,0.0,,0.0,0.0,34.0,,34.0,34.0
a90d7e53-db59-49be-9ccd-5709053f3202,207ff938-b66d-4137-8343-7088616af16f,9,5.5296259259259255,10.940086441570536,34.05838333333333,0.0,73.03518518518518,52.66204650386566,158.66666666666666,0.8
a90d7e53-db59-49be-9ccd-5709053f3202,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,8,1.8615229166666667,3.74534332058393,10.5632,0.0,211.25,70.09534323232282,315.0,136.0
a90d7e53-db59-49be-9ccd-5709053f3202,a59fd8cb-21b2-4fb6-8431-6ad4943efe18,2,0.2906,0.4109704612256215,0.5812,0.0,59.125,0.1767766952966369,59.25,59.0
a90d7e53-db59-49be-9ccd-5709053f3202,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,2,0.020658333333333334,0.028696750203154053,0.04095,0.00036666666666666667,39.25,38.53731957466684,66.5,12.0
