user1,user2,contact,firstcontacttimestamp,lastcontacttimestamp,distance,duration
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,b6661f70-3752-433b-9b22-6446c959522c,4,2022-11-14 15:47:15.274000-03:00,2022-11-14 16:05:45.084000-03:00,139.0,18.49683333333333
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,b6661f70-3752-433b-9b22-6446c959522c,5,2022-11-14 16:37:02.259000-03:00,2022-11-14 16:37:55.638000-03:00,261.0,0.8896499999999999
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,b6661f70-3752-433b-9b22-6446c959522c,6,2022-11-14 19:02:59.763000-03:00,2022-11-14 19:02:59.883000-03:00,136.0,0.002
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,b6661f70-3752-433b-9b22-6446c959522c,7,2022-11-15 21:24:55.475000-03:00,2022-11-15 21:25:41.695000-03:00,100.5,0.7703333333333333
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,b6661f70-3752-433b-9b22-6446c959522c,8,2022-11-15 21:42:47.190000-03:00,2022-11-15 21:43:48.617000-03:00,37.0,1.0237833333333333
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,b6661f70-3752-433b-9b22-6446c959522c,9,2022-11-15 22:08:05.967000-03:00,2022-11-15 22:08:06.086000-03:00,245.0,0.001983333333333333
000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,b6661f70-3752-433b-9b22-6446c959522c,10,2022-11-16 18:51:37.294000-03:00,2022-11-16 18:54:27.800000-03:00,419.0,2.8417666666666666
0bf9011d-3b83-41fb-b3c8-46e5e240da1e,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,1,2022-11-16 20:30:56.422000-03:00,2022-11-16 20:43:52.779000-03:00,122.0,12.939283333333332
0bf9011d-3b83-41fb-b3c8-46e5e240da1e,207ff938-b66d-4137-8343-7088616af16f,1,2022-11-16 20:30:56.456000-03:00,2022-11-16 20:44:02.932000-03:00,124.38461538461539,13.107933333333333
0bf9011d-3b83-41fb-b3c8-46e5e240da1e,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,1,2022-11-16 20:30:56.378000-03:00,2022-11-16 20:43:52.635000-03:00,337.3333333333333,12.937616666666665
0bf9011d-3b83-41fb-b3c8-46e5e240da1e,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,1,2022-11-16 20:30:56.222000-03:00,2022-11-16 20:34:24.874000-03:00,296.0,3.477533333333333
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,1,2022-11-14 10:02:29.742000-03:00,2022-11-14 10:02:53.179000-03:00,111.0,0.39061666666666667
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,2,2022-11-14 13:01:38.605000-03:00,2022-11-14 13:02:10.471000-03:00,153.0,0.5311
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,3,2022-11-14 14:07:17.403000-03:00,2022-11-14 14:16:43.251000-03:00,85.33333333333333,9.4308
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,4,2022-11-14 14:41:36.997000-03:00,2022-11-14 14:41:36.997000-03:00,0.0,0.0
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,5,2022-11-14 15:23:57.297000-03:00,2022-11-14 15:23:57.350000-03:00,2.0,0.0008833333333333333
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,6,2022-11-14 16:02:25.300000-03:00,2022-11-14 16:05:59.015000-03:00,84.33333333333333,3.561916666666667
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,7,2022-11-15 21:09:32.487000-03:00,2022-11-15 21:35:46.988000-03:00,117.88888888888889,26.241683333333334
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,8,2022-11-15 22:03:40.109000-03:00,2022-11-15 22:08:02.609000-03:00,116.0,4.375
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,9,2022-11-16 18:54:08.080000-03:00,2022-11-16 18:54:44.913000-03:00,0.0,0.6138833333333333
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,10,2022-11-16 20:45:04.430000-03:00,2022-11-16 20:52:57.062000-03:00,162.33333333333334,7.8772
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,11,2022-11-16 21:16:47.680000-03:00,2022-11-16 21:17:09.204000-03:00,147.0,0.35873333333333335
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,12,2022-11-16 21:53:09.447000-03:00,2022-11-16 21:53:25.260000-03:00,162.5,0.26355
207ff938-b66d-4137-8343-7088616af16f,000b70b6-3d74-42dc-8ff2-52fd0f4e9ec3,13,2022-11-16 23:04:14.827000-03:00,2022-11-16 23:17:36.225000-03:00,138.5,13.356633333333333
207ff938-b66d-4137-8343-7088616af16f,0bf9011d-3b83-41fb-b3c8-46e5e240da1e,1,2022-11-16 20:45:04.404000-03:00,2022-11-16 20:52:57.056000-03:00,65.14285714285714,7.877533333333333
207ff938-b66d-4137-8343-7088616af16f,0bf9011d-3b83-41fb-b3c8-46e5e240da1e,2,2022-11-16 21:16:47.663000-03:00,2022-11-16 21:17:09.175000-03:00,99.0,0.3585333333333333
207ff938-b66d-4137-8343-7088616af16f,0bf9011d-3b83-41fb-b3c8-46e5e240da1e,3,2022-11-16 21:53:09.426000-03:00,2022-11-16 21:53:25.239000-03:00,77.33333333333333,0.26355
207ff938-b66d-4137-8343-7088616af16f,0bf9011d-3b83-41fb-b3c8-46e5e240da1e,4,2022-11-16 23:04:14.819000-03:00,2022-11-16 23:17:36.218000-03:00,46.0,13.35665
207ff938-b66d-4137-8343-7088616af16f,4dc30af1-793b-47c6-83ad-8412f2ff4f7c,1,2022-11-13 20:04:43.034000-03:00,2022-11-13 20:04:52.874000-03:00,6.5,0.164
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,1,2022-11-10 18:46:21.510000-03:00,2022-11-10 18:49:44.437000-03:00,147.0,3.3821166666666667
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,2,2022-11-10 21:04:50.533000-03:00,2022-11-10 21:13:51.100000-03:00,234.0,9.00945
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,3,2022-11-12 10:01:05.577000-03:00,2022-11-12 10:01:22.119000-03:00,55.0,0.2757
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,4,2022-11-12 10:19:55.787000-03:00,2022-11-12 10:19:55.787000-03:00,152.0,0.0
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,5,2022-11-12 10:34:39.888000-03:00,2022-11-12 10:35:14.940000-03:00,261.0,0.5841999999999999
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,6,2022-11-12 10:53:35.586000-03:00,2022-11-12 10:56:35.598000-03:00,140.0,3.0002
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,7,2022-11-12 14:01:40.814000-03:00,2022-11-12 14:02:05.787000-03:00,29.0,0.4162166666666666
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,8,2022-11-13 16:11:15.644000-03:00,2022-11-13 16:13:00.953000-03:00,30.0,1.75515
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,9,2022-11-13 19:03:54.377000-03:00,2022-11-13 19:06:05.641000-03:00,270.5,2.1877333333333335
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,10,2022-11-14 13:01:38.580000-03:00,2022-11-14 13:02:10.445000-03:00,71.5,0.5310833333333334
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,11,2022-11-14 14:07:17.394000-03:00,2022-11-14 14:16:43.233000-03:00,56.333333333333336,9.430650000000002
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,12,2022-11-14 14:41:36.948000-03:00,2022-11-14 14:41:36.948000-03:00,55.0,0.0
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,13,2022-11-14 15:23:44.169000-03:00,2022-11-14 15:23:57.332000-03:00,2.0,0.21938333333333335
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,14,2022-11-14 16:05:33.962000-03:00,2022-11-14 16:05:48.504000-03:00,39.333333333333336,0.24236666666666667
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,15,2022-11-14 19:35:46.108000-03:00,2022-11-14 19:37:49.309000-03:00,192.0,2.05335
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,16,2022-11-15 21:09:32.478000-03:00,2022-11-15 21:26:02.219000-03:00,135.0,16.495683333333332
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,17,2022-11-16 19:45:19.602000-03:00,2022-11-16 19:45:44.435000-03:00,253.0,0.4138833333333333
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,18,2022-11-16 20:10:36.418000-03:00,2022-11-16 20:10:36.418000-03:00,245.0,0.0
207ff938-b66d-4137-8343-7088616af16f,5bfa6f7f-4264-48cb-a1fd-f2cab29af86f,19,2022-11-16 20:45:04.367000-03:00,2022-11-16 20:52:57.040000-03:00,42.25,7.877883333333333
207ff938-b66d-4137-8343-7088616af16f,a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a,1,2022-11-06 13:39:50.874000-03:00,2022-11-06 13:58:41.487000-03:00,52.666666666666664,18.84355
207ff938-b66d-4137-8343-7088616af16f,a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a,2,2022-11-06 16:23:34.241000-03:00,2022-11-06 16:26:47.013000-03:00,66.0,3.2128666666666663
207ff938-b66d-4137-8343-7088616af16f,a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a,3,2022-11-06 17:11:38.050000-03:00,2022-11-06 18:06:50.241000-03:00,193.0,55.20318333333333
207ff938-b66d-4137-8343-7088616af16f,a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a,4,2022-11-06 19:02:48.256000-03:00,2022-11-06 19:02:48.256000-03:00,43.0,0.0
207ff938-b66d-4137-8343-7088616af16f,a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a,5,2022-11-06 19:21:23.665000-03:00,2022-11-06 19:25:07.480000-03:00,8.0,3.73025
207ff938-b66d-4137-8343-7088616af16f,a59fd8cb-21b2-4fb6-8431-6ad4943efe18,1,2022-11-19 21:00:15.212000-03:00,2022-11-19 21:01:45.222000-03:00,110.8,1.5001666666666666
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,1,2022-11-10 21:04:09.897000-03:00,2022-11-10 21:39:09.418000-03:00,79.85714285714286,34.99201666666667
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,2,2022-11-11 17:18:00.988000-03:00,2022-11-11 17:18:14.593000-03:00,97.0,0.22675
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,3,2022-11-11 22:36:46.097000-03:00,2022-11-11 22:36:46.097000-03:00,95.0,0.0
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,4,2022-11-12 10:34:41.895000-03:00,2022-11-12 10:34:57.249000-03:00,0.0,0.25589999999999996
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,5,2022-11-12 10:52:45.578000-03:00,2022-11-12 10:57:27.008000-03:00,112.33333333333333,4.6905
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,6,2022-11-12 16:12:59.372000-03:00,2022-11-12 16:13:10.343000-03:00,156.0,0.18285
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,7,2022-11-13 19:06:05.610000-03:00,2022-11-13 19:11:07.406000-03:00,64.8,5.029933333333333
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,8,2022-11-13 20:04:25.826000-03:00,2022-11-13 20:04:25.905000-03:00,171.0,0.0013166666666666667
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,9,2022-11-14 13:01:38.593000-03:00,2022-11-14 13:02:30.900000-03:00,53.5,0.8717833333333334
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,10,2022-11-14 14:07:01.855000-03:00,2022-11-14 14:07:32.575000-03:00,189.5,0.512
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,11,2022-11-14 16:05:48.359000-03:00,2022-11-14 16:05:48.511000-03:00,278.0,0.002533333333333333
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,12,2022-11-14 19:35:46.124000-03:00,2022-11-14 19:42:28.205000-03:00,103.0,6.701350000000001
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,13,2022-11-15 09:53:42.218000-03:00,2022-11-15 09:53:42.218000-03:00,116.0,0.0
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,14,2022-11-17 21:10:16.953000-03:00,2022-11-17 21:14:45.209000-03:00,37.666666666666664,4.470933333333333
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,15,2022-11-17 23:08:24.487000-03:00,2022-11-17 23:09:33.339000-03:00,22.0,1.1475333333333333
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,16,2022-11-19 20:59:35.213000-03:00,2022-11-19 21:30:09.930000-03:00,84.45454545454545,30.57861666666667
207ff938-b66d-4137-8343-7088616af16f,a90d7e53-db59-49be-9ccd-5709053f3202,17,2022-11-19 22:27:28.955000-03:00,2022-11-19 22:27:28.999000-03:00,29.0,0.0007333333333333333
207ff938-b66d-4137-8343-7088616af16f,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,1,2022-11-14 13:01:38.564000-03:00,2022-11-14 13:02:10.430000-03:00,89.0,0.5311
207ff938-b66d-4137-8343-7088616af16f,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,2,2022-11-14 14:07:01.831000-03:00,2022-11-14 14:16:43.217000-03:00,126.25,9.689766666666666
207ff938-b66d-4137-8343-7088616af16f,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,3,2022-11-14 14:41:36.912000-03:00,2022-11-14 14:42:07.428000-03:00,278.0,0.5085999999999999
207ff938-b66d-4137-8343-7088616af16f,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,4,2022-11-14 19:38:38.482000-03:00,2022-11-14 19:39:44.376000-03:00,20.5,1.0982333333333334
207ff938-b66d-4137-8343-7088616af16f,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,5,2022-11-15 21:09:02.475000-03:00,2022-11-15 21:26:02.213000-03:00,126.5,16.995633333333334
207ff938-b66d-4137-8343-7088616af16f,a98df9f9-acaa-402d-81d0-11dd4cdf8a36,6,2022-11-16 23:04:14.806000-03:00,2022-11-16 23:17:37.056000-03:00,46.0,13.370833333333334
207ff938-b66d-4137-8343-7088616af16f,b63b2a50-0b1f-42de-8408-56cc47dd5565,1,2022-11-19 20:59:35.197000-03:00,2022-11-19 21:15:46.028000-03:00,57.42857142857143,16.180516666666666
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,1,2022-11-07 14:29:44.174000-03:00,2022-11-07 14:47:37.378000-03:00,9.0,17.886733333333332
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,2,2022-11-07 15:04:52.955000-03:00,2022-11-07 15:14:48.136000-03:00,21.333333333333332,9.919683333333333
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,3,2022-11-07 15:40:47.110000-03:00,2022-11-07 15:56:21.093000-03:00,58.333333333333336,15.566383333333333
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,4,2022-11-10 21:04:09.874000-03:00,2022-11-10 21:39:09.409000-03:00,41.166666666666664,34.99225
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,5,2022-11-11 22:36:46.084000-03:00,2022-11-11 22:36:46.084000-03:00,29.0,0.0
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,6,2022-11-12 16:12:59.280000-03:00,2022-11-12 16:13:10.326000-03:00,59.0,0.18409999999999999
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,7,2022-11-13 16:11:35.580000-03:00,2022-11-13 16:13:00.937000-03:00,122.0,1.4226166666666666
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,8,2022-11-13 19:03:54.357000-03:00,2022-11-13 19:10:35.614000-03:00,21.666666666666668,6.687616666666667
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,9,2022-11-14 13:01:38.553000-03:00,2022-11-14 13:02:10.413000-03:00,53.0,0.531
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,10,2022-11-14 14:07:17.373000-03:00,2022-11-14 14:07:50.397000-03:00,66.0,0.5504
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,11,2022-11-14 15:23:42.037000-03:00,2022-11-14 15:23:57.316000-03:00,10.0,0.25465
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,12,2022-11-14 15:49:04.841000-03:00,2022-11-14 16:02:25.364000-03:00,23.5,13.34205
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,13,2022-11-14 19:35:46.086000-03:00,2022-11-14 19:42:33.506000-03:00,88.4,6.790333333333334
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,14,2022-11-15 21:26:02.107000-03:00,2022-11-15 21:35:46.945000-03:00,135.5,9.7473
207ff938-b66d-4137-8343-7088616af16f,b6661f70-3752-433b-9b22-6446c959522c,15,2022-11-15 22:03:40.093000-03:00,2022-11-15 22:09:06.277000-03:00,2.6666666666666665,5.436400000000001
