"id","userid","anotheruser","firstcontacttimestamp","lastcontacttimestamp","distance","rssi","batterylevel"
21,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 16:26:24.228-03","2022-11-06 16:26:24.228-03",101,-71.0,100
22,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 16:26:28.273-03","2022-11-06 16:26:47.013-03",93,-71.0,100
23,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 17:11:38.05-03","2022-11-06 17:13:22.54-03",197,-81.0,99
24,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 17:13:44.174-03","2022-11-06 17:14:06.688-03",235,-86.0,99
25,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 17:14:23.3-03","2022-11-06 17:17:12.011-03",182,-81.0,99
26,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 17:21:46.902-03","2022-11-06 17:22:32.02-03",147,-81.0,100
27,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 17:25:24.905-03","2022-11-06 17:25:50.243-03",213,-84.0,100
28,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 17:26:34.549-03","2022-11-06 17:27:20.215-03",208,-90.0,100
29,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 17:27:41.458-03","2022-11-06 17:29:20.233-03",247,-86.0,100
30,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 17:35:55.623-03","2022-11-06 17:35:55.66-03",336,-92.0,100
31,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 17:46:35.357-03","2022-11-06 17:50:20.23-03",212,-91.0,100
32,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 17:55:52.694-03","2022-11-06 17:55:52.725-03",278,-89.0,100
33,"a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","207ff938-b66d-4137-8343-7088616af16f","2022-11-06 16:24:08.585-03","2022-11-06 16:24:20.642-03",0,-47.0,62
34,"a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","207ff938-b66d-4137-8343-7088616af16f","2022-11-06 18:03:41.34-03","2022-11-06 18:03:45.873-03",204,-84.0,56
35,"a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","207ff938-b66d-4137-8343-7088616af16f","2022-11-06 18:04:16.186-03","2022-11-06 18:05:07.287-03",0,-30.0,56
36,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 18:04:40.924-03","2022-11-06 18:05:35.4-03",29,-65.0,100
37,"a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","207ff938-b66d-4137-8343-7088616af16f","2022-11-06 18:05:23.553-03","2022-11-06 18:06:15.373-03",11,-57.0,56
38,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 18:05:52.317-03","2022-11-06 18:06:50.241-03",32,-61.0,100
39,"a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","207ff938-b66d-4137-8343-7088616af16f","2022-11-06 18:06:46.296-03","2022-11-06 18:06:46.334-03",7,-58.0,56
40,"a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","207ff938-b66d-4137-8343-7088616af16f","2022-11-06 19:02:43.093-03","2022-11-06 19:02:43.093-03",15,-58.0,55
41,"a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","207ff938-b66d-4137-8343-7088616af16f","2022-11-06 19:07:51.769-03","2022-11-06 19:07:51.769-03",8,-55.0,55
42,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 19:02:48.256-03","2022-11-06 19:02:48.256-03",43,-61.0,100
43,"a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","207ff938-b66d-4137-8343-7088616af16f","2022-11-06 19:08:14.787-03","2022-11-06 19:08:14.787-03",16,-64.0,55
44,"a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","207ff938-b66d-4137-8343-7088616af16f","2022-11-06 19:21:19.823-03","2022-11-06 19:23:45.36-03",11,-55.0,57
45,"a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","207ff938-b66d-4137-8343-7088616af16f","2022-11-06 19:24:15.844-03","2022-11-06 19:25:11.841-03",4,-54.0,57
46,"207ff938-b66d-4137-8343-7088616af16f","a39c88d5-33b1-4ef2-a5c2-4bfe08cedf6a","2022-11-06 19:21:23.665-03","2022-11-06 19:25:07.48-03",8,-55.0,100
47,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-07 14:29:25.343-03","2022-11-07 14:29:54.171-03",2,-49.0,19
48,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-07 14:29:44.174-03","2022-11-07 14:32:41.216-03",8,-53.0,75
49,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-07 14:47:26.419-03","2022-11-07 14:47:37.378-03",10,-56.0,75
50,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-07 14:30:30.225-03","2022-11-07 14:50:29.283-03",2,-49.0,19
51,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-07 15:04:52.955-03","2022-11-07 15:05:04.594-03",24,-59.0,74
52,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-07 15:04:36.651-03","2022-11-07 15:18:56.35-03",19,-74.0,15
53,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-07 15:05:20.452-03","2022-11-07 15:07:15.849-03",31,-71.0,74
54,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-07 15:14:36.889-03","2022-11-07 15:14:48.136-03",9,-59.0,74
55,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-07 15:19:12.184-03","2022-11-07 15:19:29.369-03",3,-49.0,13
56,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-07 15:40:29.217-03","2022-11-07 15:40:45.451-03",29,-66.0,9
57,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-07 15:41:01.307-03","2022-11-07 15:43:55.291-03",17,-63.0,9
58,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-07 15:46:45.691-03","2022-11-07 15:46:45.907-03",40,-61.0,8
59,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-07 15:47:03.299-03","2022-11-07 15:48:30.662-03",26,-61.0,8
60,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-07 15:40:47.11-03","2022-11-07 15:42:42.89-03",21,-59.0,72
61,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-07 15:46:59.528-03","2022-11-07 15:49:53.135-03",46,-59.0,71
62,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-07 15:55:59.285-03","2022-11-07 15:56:21.093-03",108,-61.0,71
63,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-07 15:48:59.214-03","2022-11-07 15:52:38.371-03",60,-69.0,8
64,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 19:27:05.226-03","2022-11-10 19:27:21.777-03",483,-97.0,80
65,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 19:27:05.281-03","2022-11-10 19:27:21.827-03",21,-66.0,80
66,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 19:27:05.323-03","2022-11-10 19:27:35.092-03",432,-96.0,80
67,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 18:46:18.569-03","2022-11-10 18:46:18.569-03",171,-81.0,68
68,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 19:04:36.285-03","2022-11-10 19:05:09.094-03",44,-64.0,75
69,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 19:05:08.966-03","2022-11-10 19:05:08.966-03",261,-88.0,75
70,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 20:59:00.386-03","2022-11-10 20:59:06.754-03",29,-62.0,70
71,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 20:59:06.697-03","2022-11-10 20:59:06.697-03",287,-89.0,70
72,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 20:59:06.796-03","2022-11-10 20:59:06.796-03",25,-60.0,70
73,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 20:53:17.419-03","2022-11-10 20:53:27.574-03",55,-69.0,22
74,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 20:53:17.454-03","2022-11-10 20:53:27.583-03",97,-76.0,22
75,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:00:51.827-03","2022-11-10 21:00:51.827-03",144,-78.0,21
76,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:01:20.389-03","2022-11-10 21:01:30.72-03",66,-70.0,21
77,"a90d7e53-db59-49be-9ccd-5709053f3202","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 21:01:20.41-03","2022-11-10 21:01:20.46-03",257,-90.0,21
78,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:01:20.427-03","2022-11-10 21:01:30.736-03",194,-80.0,21
79,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 20:59:22.827-03","2022-11-10 21:01:35.589-03",357,-95.0,70
80,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 20:59:23.003-03","2022-11-10 21:01:35.628-03",72,-67.0,70
81,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 20:59:23.05-03","2022-11-10 21:01:35.666-03",11,-58.0,70
82,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 18:46:21.51-03","2022-11-10 18:46:38.553-03",49,-56.0,69
83,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 18:49:44.437-03","2022-11-10 18:49:44.437-03",245,-87.0,69
84,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:04:09.874-03","2022-11-10 21:04:15.884-03",12,-56.0,62
85,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:04:09.897-03","2022-11-10 21:04:15.898-03",40,-64.0,62
86,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:04:31.5-03","2022-11-10 21:06:08.594-03",45,-65.0,62
87,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:04:31.519-03","2022-11-10 21:06:39.61-03",115,-65.0,62
88,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 21:04:50.533-03","2022-11-10 21:06:08.606-03",230,-86.0,62
89,"4dc30af1-793b-47c6-83ad-8412f2ff4f7c","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 18:48:58.833-03","2022-11-10 18:48:58.833-03",1,-45.0,41
90,"4dc30af1-793b-47c6-83ad-8412f2ff4f7c","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:15:04.655-03","2022-11-10 21:15:04.655-03",30,-83.0,35
91,"4dc30af1-793b-47c6-83ad-8412f2ff4f7c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:15:04.678-03","2022-11-10 21:15:04.678-03",165,-94.0,35
92,"4dc30af1-793b-47c6-83ad-8412f2ff4f7c","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:15:04.695-03","2022-11-10 21:15:04.695-03",3,-50.0,35
93,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:01:35.912-03","2022-11-10 21:01:59.683-03",152,-77.0,21
94,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:01:35.946-03","2022-11-10 21:01:36.025-03",161,-80.0,21
95,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:11:12.392-03","2022-11-10 21:21:46.329-03",8,-54.0,20
96,"a90d7e53-db59-49be-9ccd-5709053f3202","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 21:11:12.552-03","2022-11-10 21:21:46.344-03",148,-89.0,20
97,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:11:12.573-03","2022-11-10 21:14:14.329-03",16,-61.0,20
98,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:14:44.295-03","2022-11-10 21:15:14.368-03",269,-89.0,19
99,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:15:44.3-03","2022-11-10 21:21:46.358-03",29,-66.0,19
100,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:24:46.979-03","2022-11-10 21:24:47.021-03",0,-21.0,19
101,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:24:46.994-03","2022-11-10 21:24:47.035-03",55,-66.0,19
102,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:25:01.323-03","2022-11-10 21:25:01.456-03",8,-38.0,19
103,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:25:01.337-03","2022-11-10 21:25:08.324-03",22,-64.0,19
104,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:25:23.472-03","2022-11-10 21:25:37.79-03",25,-61.0,19
105,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:25:23.489-03","2022-11-10 21:25:37.795-03",25,-61.0,19
106,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:13:37.381-03","2022-11-10 21:13:51.122-03",0,-27.0,62
107,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:13:50.987-03","2022-11-10 21:13:51.079-03",74,-72.0,62
108,"207ff938-b66d-4137-8343-7088616af16f","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 21:13:51.026-03","2022-11-10 21:13:51.1-03",238,-86.0,62
109,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:28:05.194-03","2022-11-10 21:28:07.515-03",5,-52.0,60
110,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:28:05.208-03","2022-11-10 21:28:07.523-03",69,-67.0,60
111,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:25:57.404-03","2022-11-10 21:27:20.94-03",7,-57.0,19
112,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:25:57.42-03","2022-11-10 21:27:20.957-03",33,-64.0,19
113,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:02:05.435-03","2022-11-10 21:11:43.408-03",53,-67.0,70
114,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:02:05.52-03","2022-11-10 21:11:54.228-03",50,-66.0,70
115,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 21:02:35.442-03","2022-11-10 21:06:05.6-03",432,-100.0,70
116,"b6661f70-3752-433b-9b22-6446c959522c","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 21:10:05.431-03","2022-11-10 21:10:05.572-03",381,-94.0,68
117,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:38:39.921-03","2022-11-10 21:38:41.237-03",97,-70.0,68
118,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:38:39.982-03","2022-11-10 21:38:40.031-03",37,-64.0,68
119,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:28:38.416-03","2022-11-10 21:28:38.465-03",101,-71.0,60
120,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:38:11.525-03","2022-11-10 21:39:01.576-03",10,-61.0,62
121,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:38:11.553-03","2022-11-10 21:39:01.583-03",102,-67.0,62
122,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:39:09.339-03","2022-11-10 21:39:09.409-03",101,-76.0,62
123,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:39:09.358-03","2022-11-10 21:39:09.418-03",132,-71.0,62
124,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:38:44.308-03","2022-11-10 21:39:16.726-03",55,-65.0,67
125,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:38:44.352-03","2022-11-10 21:39:16.779-03",93,-70.0,67
126,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-11 17:18:24.187-03","2022-11-11 17:18:24.757-03",10,-51.0,28
127,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-11 17:18:24.307-03","2022-11-11 17:18:24.795-03",1,-46.0,28
128,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 20:57:29.575-03","2022-11-10 20:57:29.61-03",592,-101.0,58
129,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 21:22:49.365-03","2022-11-10 21:22:52.297-03",315,-92.0,57
130,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 21:22:49.38-03","2022-11-10 21:22:52.311-03",336,-92.0,57
131,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-10 21:22:52.283-03","2022-11-10 21:22:52.303-03",223,-86.0,57
132,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-11 17:18:00.988-03","2022-11-11 17:18:14.593-03",97,-70.0,74
133,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-11 17:18:14.28-03","2022-11-11 17:18:36.172-03",50,-70.0,69
134,"a90d7e53-db59-49be-9ccd-5709053f3202","b6661f70-3752-433b-9b22-6446c959522c","2022-11-11 17:18:36.147-03","2022-11-11 17:23:46.084-03",5,-52.0,69
135,"a90d7e53-db59-49be-9ccd-5709053f3202","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-11 17:19:36.166-03","2022-11-11 17:23:22.049-03",136,-66.0,69
136,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-11 17:19:36.185-03","2022-11-11 17:20:36.172-03",315,-91.0,69
137,"a90d7e53-db59-49be-9ccd-5709053f3202","207ff938-b66d-4137-8343-7088616af16f","2022-11-11 17:21:06.176-03","2022-11-11 17:23:22.075-03",111,-73.0,69
138,"b6661f70-3752-433b-9b22-6446c959522c","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-11 17:18:34.773-03","2022-11-11 17:19:37.01-03",10,-51.0,28
139,"b6661f70-3752-433b-9b22-6446c959522c","207ff938-b66d-4137-8343-7088616af16f","2022-11-11 17:18:34.882-03","2022-11-11 17:18:35.147-03",23,-78.0,28
140,"207ff938-b66d-4137-8343-7088616af16f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-11 22:36:46.084-03","2022-11-11 22:36:46.084-03",29,-64.0,52
141,"207ff938-b66d-4137-8343-7088616af16f","a90d7e53-db59-49be-9ccd-5709053f3202","2022-11-11 22:36:46.097-03","2022-11-11 22:36:46.097-03",95,-81.0,52
142,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","b6661f70-3752-433b-9b22-6446c959522c","2022-11-10 20:35:29.549-03","2022-11-10 20:35:43-03",539,-101.0,69
143,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","2022-11-10 20:35:29.658-03","2022-11-10 20:35:43.112-03",108,-82.0,69
144,"a98df9f9-acaa-402d-81d0-11dd4cdf8a36","207ff938-b66d-4137-8343-7088616af16f","2022-11-10 20:35:29.695-03","2022-11-10 20:35:43.142-03",23,-68.0,69
145,"5bfa6f7f-4264-48cb-a1fd-f2cab29af86f","b6661f70-3752-433b-9b22-6446c959522c","2022-11-11 17:19:47.555-03","2022-11-11 17:19:47.555-03",592,-101.0,100
